model,feature_set,symbol,horizon,split,MAE,RMSE,QLIKE,R2_oos
Ridge,Set C (+Network),PETR4,20,test,0.0227107804766557,0.03500268366488031,-3.7405435522363937,0.41653469386750774
Ridge,Set C (+Network),VALE3,20,train,0.022768482525859408,0.03321057495591279,-3.3910585207107133,0.5942870293888323
Ridge,Set C (+Network),VALE3,20,validation,0.03311165326390082,0.06482630234725317,-3.0420780284472064,0.01637451304758164
Ridge,Set C (+Network),VALE3,20,test,0.01938191905302903,0.023858009180691347,-4.029271908096358,0.6874633139414783
Random Forest,Set C (+Network),BBDC4,20,train,0.017409389328545886,0.025302199338510387,-3.8377100031748235,0.5836555872410041
Random Forest,Set C (+Network),BBDC4,20,validation,0.02825495832926504,0.0544774871694471,-3.218477281751407,0.08549778270726416
Random Forest,Set C (+Network),BBDC4,20,test,0.026152561978629356,0.03577797810356598,-3.8825921158431247,-0.08051710039874216
Random Forest,Set C (+Network),PETR4,20,train,0.020350468786748756,0.026786816149260404,-3.4378190064968304,0.7498365494018759
Random Forest,Set C (+Network),PETR4,20,validation,0.04415939536056612,0.09077866477870217,-2.1032853495415145,-0.024152844236118964
Random Forest,Set C (+Network),PETR4,20,test,0.027497179525784322,0.04065308774014117,-3.7112694482938458,0.21295525108706714
Random Forest,Set C (+Network),VALE3,20,train,0.017634231729496283,0.02444125449089433,-3.454365137087325,0.7802579915176673
Random Forest,Set C (+Network),VALE3,20,validation,0.035268093921421544,0.06897102970652859,-2.9689937638714112,-0.11342429190241266
Random Forest,Set C (+Network),VALE3,20,test,0.02541371686617263,0.03393798979718653,-3.9425319117772233,0.3675811157184934
HistGradientBoosting,Set C (+Network),BBDC4,20,train,0.014039739783460627,0.020826022673827386,-3.878455200197931,0.7179352151623386
HistGradientBoosting,Set C (+Network),BBDC4,20,validation,0.02881276500474093,0.05500852640063922,-3.243806786816457,0.06758199621572114
HistGradientBoosting,Set C (+Network),BBDC4,20,test,0.023678179309801095,0.03343274057435205,-3.9196347000723355,0.05649541854966689
HistGradientBoosting,Set C (+Network),PETR4,20,train,0.01639867941210367,0.021320434476082187,-3.4763034862373132,0.841520254119511
HistGradientBoosting,Set C (+Network),PETR4,20,validation,0.04430725882577751,0.09017077098430097,-2.262140538591813,-0.010482415432239378
HistGradientBoosting,Set C (+Network),PETR4,20,test,0.02957479413708537,0.042576548113159036,-3.676316775638631,0.1367168834378869
HistGradientBoosting,Set C (+Network),VALE3,20,train,0.01457869064634768,0.02025043398191559,-3.481981856709034,0.8491536613643036
HistGradientBoosting,Set C (+Network),VALE3,20,validation,0.038307790221493734,0.07072971490051114,-2.955832627184623,-0.17093041647031204
HistGradientBoosting,Set C (+Network),VALE3,20,test,0.026152946783044157,0.03539017680612542,-3.929043141178225,0.31230151941912954
MLP,Set C (+Network),BBDC4,20,train,0.019588941989643015,0.030167506223272272,-3.7804503347443084,0.4081454140533871
MLP,Set C (+Network),BBDC4,20,validation,0.025088648370856673,0.05216118133381282,-3.255341877481098,0.16161120397974305
MLP,Set C (+Network),BBDC4,20,test,0.022424847966133497,0.0328664065754054,-3.4855301869602577,0.08818967976907333
MLP,Set C (+Network),PETR4,20,train,0.025755123895914757,0.034939391349834543,-3.362429551698738,0.5743894984164264
MLP,Set C (+Network),PETR4,20,validation,0.043414682151123124,0.09328599131604441,243.00316517659797,-0.08150879657287802
MLP,Set C (+Network),PETR4,20,test,0.02135647610095373,0.03369870198194578,-3.72967655949438,0.45919749221880235
MLP,Set C (+Network),VALE3,20,train,0.022919259818340882,0.03336909999687993,-3.3902416966875806,0.5904045813838283
